Bait gene/protein	Hit gene/protein	Bait Standard Name	Hit Standard Name	Experimental System	Source	PubMed ID
YDL153C	YNL125C	SAS10	ESBP6	Two-hybrid	Ito T et al	11283351
YDL153C	YNL216W	SAS10	RAP1	Two-hybrid	Ito T et al	11283351
YDL153C	YNL280C	SAS10	ERG24	Two-hybrid	Ito T et al	11283351
YDL153C	YOL118C	SAS10	YOL118C	Two-hybrid	Ito T et al	11283351
YDL153C	YOR252W	SAS10	RBF17	Two-hybrid	Ito T et al	11283351
YDL153C	YOR309C	SAS10	YOR309C	Two-hybrid	Ito T et al	11283351
YDL153C	YOR314W	SAS10	YOR314W	Two-hybrid	Ito T et al	11283351
YDL153C	YOR321W	SAS10	PMT3	Two-hybrid	Ito T et al	11283351
YDL153C	YPL026C	SAS10	SKS1	Two-hybrid	Ito T et al	11283351
YDL153C	YPL076W	SAS10	GPI2	Two-hybrid	Ito T et al	11283351
YDL153C	YPR029C	SAS10	APL4	Two-hybrid	Ito T et al	11283351
YDL155W	YPL124W	CLB3	SPC29	Two-hybrid	Ito T et al	11283351
YDL159W	YGR040W	STE7	KSS1	Two-hybrid	Ito T et al	11283351
YDL160C	YCR077C	DHH1	PAT1	Two-hybrid	Ito T et al	11283351
YDL160C	YEL015W	DHH1	EDC3	Two-hybrid	Ito T et al	11283351
YDL160C	YER125W	DHH1	RSP5	Two-hybrid	Ito T et al	11283351
YDL160C	YGR178C	DHH1	PBP1	Two-hybrid	Ito T et al	11283351
YDL160C	YOL149W	DHH1	DCP1	Two-hybrid	Ito T et al	11283351
YDL166C	YLR222C	FAP7	UTP13	Two-hybrid	Ito T et al	11283351
YDL167C	YBL081W	NRP1	YBL081W	Two-hybrid	Ito T et al	11283351
YDL167C	YBR212W	NRP1	NGR1	Two-hybrid	Ito T et al	11283351
YDL175C	YCR077C	AIR2	PAT1	Two-hybrid	Ito T et al	11283351
YDL175C	YNR073C	AIR2	YNR073C	Two-hybrid	Ito T et al	11283351
YDL179W	YMR147W	PCL9	YMR147W	Two-hybrid	Ito T et al	11283351
YDL186W	YJL167W	YDL186W	ERG20	Two-hybrid	Ito T et al	11283351
YDL192W	YGR130C	ARF1	YGR130C	Two-hybrid	Ito T et al	11283351
YDL193W	YGR062C	YDL193W	COX18	Two-hybrid	Ito T et al	11283351
YDL196W	YDL094C	YDL196W	YDL094C	Two-hybrid	Ito T et al	11283351
YDL196W	YER071C	YDL196W	YER071C	Two-hybrid	Ito T et al	11283351
YDL203C	YER125W	YDL203C	RSP5	Two-hybrid	Ito T et al	11283351
YDL203C	YGR058W	YDL203C	YGR058W	Two-hybrid	Ito T et al	11283351
YDL203C	YJL110C	YDL203C	GZF3	Two-hybrid	Ito T et al	11283351
YDL203C	YPL124W	YDL203C	SPC29	Two-hybrid	Ito T et al	11283351
YDL208W	YNL124W	NHP2	NAF1	Two-hybrid	Ito T et al	11283351
YDL209C	YLR426W	CWC2	YLR426W	Two-hybrid	Ito T et al	11283351
YDL214C	YCR086W	PRR2	CSM1	Two-hybrid	Ito T et al	11283351
YDL214C	YEL013W	PRR2	VAC8	Two-hybrid	Ito T et al	11283351
YDL216C	YCR077C	RRI1	PAT1	Two-hybrid	Ito T et al	11283351
YDL220C	YDR082W	CDC13	STN1	Two-hybrid	Ito T et al	11283351
YDL226C	YBL098W	GCS1	BNA4	Two-hybrid	Ito T et al	11283351
YDL226C	YEL064C	GCS1	AVT2	Two-hybrid	Ito T et al	11283351
YDL226C	YER118C	GCS1	SHO1	Two-hybrid	Ito T et al	11283351
YDL226C	YGL161C	GCS1	YIP5	Two-hybrid	Ito T et al	11283351
YDL226C	YGL198W	GCS1	YIP4	Two-hybrid	Ito T et al	11283351
YDL226C	YGR172C	GCS1	YIP1	Two-hybrid	Ito T et al	11283351
YDL226C	YJL151C	GCS1	SNA3	Two-hybrid	Ito T et al	11283351
YDL226C	YKL126W	GCS1	YPK1	Two-hybrid	Ito T et al	11283351
YDL226C	YKR088C	GCS1	TVP38	Two-hybrid	Ito T et al	11283351
YDL226C	YOL129W	GCS1	VPS68	Two-hybrid	Ito T et al	11283351
YDL226C	YOR327C	GCS1	SNC2	Two-hybrid	Ito T et al	11283351
YDL226C	YPR113W	GCS1	PIS1	Two-hybrid	Ito T et al	11283351
YDL226C	YPR183W	GCS1	DPM1	Two-hybrid	Ito T et al	11283351
YDL231C	YCR016W	BRE4	YCR016W	Two-hybrid	Ito T et al	11283351
YDL237W	YLR085C	YDL237W	ARP6	Two-hybrid	Ito T et al	11283351
YDL238C	YBR284W	GUD1	YBR284W	Two-hybrid	Ito T et al	11283351
YDL239C	YAL028W	ADY3	FRT2	Two-hybrid	Ito T et al	11283351
YDL239C	YAR018C	ADY3	KIN3	Two-hybrid	Ito T et al	11283351
YDL239C	YBR072W	ADY3	HSP26	Two-hybrid	Ito T et al	11283351
YDL239C	YDL030W	ADY3	PRP9	Two-hybrid	Ito T et al	11283351
YDL239C	YDR148C	ADY3	KGD2	Two-hybrid	Ito T et al	11283351
YDL239C	YDR273W	ADY3	DON1	Two-hybrid	Ito T et al	11283351
YDL239C	YER086W	ADY3	ILV1	Two-hybrid	Ito T et al	11283351
YDL239C	YGR268C	ADY3	HUA1	Two-hybrid	Ito T et al	11283351
YDL239C	YHR184W	ADY3	SSP1	Two-hybrid	Ito T et al	11283351
YDL239C	YKL023W	ADY3	YKL023W	Two-hybrid	Ito T et al	11283351
YDL239C	YKL103C	ADY3	LAP4	Two-hybrid	Ito T et al	11283351
YDL239C	YLR072W	ADY3	YLR072W	Two-hybrid	Ito T et al	11283351
YDL239C	YLR242C	ADY3	ARV1	Two-hybrid	Ito T et al	11283351
YDL239C	YLR423C	ADY3	ATG17	Two-hybrid	Ito T et al	11283351
YDL239C	YML042W	ADY3	CAT2	Two-hybrid	Ito T et al	11283351
YDL239C	YMR124W	ADY3	YMR124W	Two-hybrid	Ito T et al	11283351
YDL239C	YNR012W	ADY3	URK1	Two-hybrid	Ito T et al	11283351
YDL239C	YOL083W	ADY3	YOL083W	Two-hybrid	Ito T et al	11283351
YDL239C	YOL091W	ADY3	SPO21	Two-hybrid	Ito T et al	11283351
YDL239C	YOR284W	ADY3	HUA2	Two-hybrid	Ito T et al	11283351
YDL239C	YOR324C	ADY3	FRT1	Two-hybrid	Ito T et al	11283351
YDL239C	YPL049C	ADY3	DIG1	Two-hybrid	Ito T et al	11283351
YDL239C	YPL070W	ADY3	MUK1	Two-hybrid	Ito T et al	11283351
YDL239C	YPL124W	ADY3	SPC29	Two-hybrid	Ito T et al	11283351
YDL239C	YPL255W	ADY3	BBP1	Two-hybrid	Ito T et al	11283351
YDL243C	YNL331C	AAD4	AAD14	Two-hybrid	Ito T et al	11283351
YDR001C	YLR270W	NTH1	DCS1	Two-hybrid	Ito T et al	11283351
YDR004W	YJL023C	RAD57	PET130	Two-hybrid	Ito T et al	11283351
YDR006C	YOR178C	SOK1	GAC1	Two-hybrid	Ito T et al	11283351
YDR013W	YDR489W	PSF1	SLD5	Two-hybrid	Ito T et al	11283351
YDR018C	YDR479C	YDR018C	PEX29	Two-hybrid	Ito T et al	11283351
YDR020C	YNR012W	YDR020C	URK1	Two-hybrid	Ito T et al	11283351
YNR012W	YDR020C	URK1	YDR020C	Two-hybrid	Ito T et al	11283351
YDR026C	YBL092W	YDR026C	RPL32	Two-hybrid	Ito T et al	11283351
YDR026C	YDL030W	YDR026C	PRP9	Two-hybrid	Ito T et al	11283351
YDR026C	YKR092C	YDR026C	SRP40	Two-hybrid	Ito T et al	11283351
YDR030C	YNL124W	RAD28	NAF1	Two-hybrid	Ito T et al	11283351
YDR034C	YAR007C	LYS14	RFA1	Two-hybrid	Ito T et al	11283351
YDR034C	YBR057C	LYS14	MUM2	Two-hybrid	Ito T et al	11283351
YDR034C	YBR144C	LYS14	YBR144C	Two-hybrid	Ito T et al	11283351
YDR034C	YBR145W	LYS14	ADH5	Two-hybrid	Ito T et al	11283351
YDR034C	YBR180W	LYS14	DTR1	Two-hybrid	Ito T et al	11283351
YDR034C	YCR057C	LYS14	PWP2	Two-hybrid	Ito T et al	11283351
YDR034C	YCR095C	LYS14	YCR095C	Two-hybrid	Ito T et al	11283351
YDR034C	YDL065C	LYS14	PEX19	Two-hybrid	Ito T et al	11283351
YDR034C	YDL085W	LYS14	NDE2	Two-hybrid	Ito T et al	11283351
YDR034C	YDL138W	LYS14	RGT2	Two-hybrid	Ito T et al	11283351
YDR034C	YDL155W	LYS14	CLB3	Two-hybrid	Ito T et al	11283351
YDR034C	YDL247W	LYS14	MPH2	Two-hybrid	Ito T et al	11283351
YDR034C	YDR023W	LYS14	SES1	Two-hybrid	Ito T et al	11283351
YDR034C	YDR131C	LYS14	YDR131C	Two-hybrid	Ito T et al	11283351
YDR034C	YDR259C	LYS14	YAP6	Two-hybrid	Ito T et al	11283351
YDR034C	YDR277C	LYS14	MTH1	Two-hybrid	Ito T et al	11283351
YDR034C	YDR342C	LYS14	HXT7	Two-hybrid	Ito T et al	11283351
YDR034C	YDR417C	LYS14	YDR417C	Two-hybrid	Ito T et al	11283351
YDR034C	YDR438W	LYS14	YDR438W	Two-hybrid	Ito T et al	11283351
YDR034C	YDR449C	LYS14	UTP6	Two-hybrid	Ito T et al	11283351
YDR034C	YDR456W	LYS14	NHX1	Two-hybrid	Ito T et al	11283351
YDR034C	YER038C	LYS14	KRE29	Two-hybrid	Ito T et al	11283351
YDR034C	YER043C	LYS14	SAH1	Two-hybrid	Ito T et al	11283351
YDR034C	YER044C	LYS14	ERG28	Two-hybrid	Ito T et al	11283351
YDR034C	YER064C	LYS14	YER064C	Two-hybrid	Ito T et al	11283351
YDR034C	YFR021W	LYS14	ATG18	Two-hybrid	Ito T et al	11283351
YDR034C	YFR046C	LYS14	CNN1	Two-hybrid	Ito T et al	11283351
YDR034C	YFR055W	LYS14	YFR055W	Two-hybrid	Ito T et al	11283351
YDR034C	YGL125W	LYS14	MET13	Two-hybrid	Ito T et al	11283351
YDR034C	YGL169W	LYS14	SUA5	Two-hybrid	Ito T et al	11283351
YDR034C	YGL181W	LYS14	GTS1	Two-hybrid	Ito T et al	11283351
YDR034C	YGL223C	LYS14	COG1	Two-hybrid	Ito T et al	11283351
YDR034C	YGR111W	LYS14	YGR111W	Two-hybrid	Ito T et al	11283351
YDR034C	YGR113W	LYS14	DAM1	Two-hybrid	Ito T et al	11283351
YDR034C	YGR124W	LYS14	ASN2	Two-hybrid	Ito T et al	11283351
YDR034C	YGR189C	LYS14	CRH1	Two-hybrid	Ito T et al	11283351
YDR034C	YGR295C	LYS14	COS6	Two-hybrid	Ito T et al	11283351
YDR034C	YHL004W	LYS14	MRP4	Two-hybrid	Ito T et al	11283351
YDR034C	YHR060W	LYS14	VMA22	Two-hybrid	Ito T et al	11283351
YDR034C	YIL045W	LYS14	PIG2	Two-hybrid	Ito T et al	11283351
YDR034C	YIL145C	LYS14	PAN6	Two-hybrid	Ito T et al	11283351
YDR034C	YIR026C	LYS14	YVH1	Two-hybrid	Ito T et al	11283351
YDR034C	YJL002C	LYS14	OST1	Two-hybrid	Ito T et al	11283351
YDR034C	YJL185C	LYS14	YJL185C	Two-hybrid	Ito T et al	11283351
YDR034C	YJR075W	LYS14	HOC1	Two-hybrid	Ito T et al	11283351
YDR034C	YKL068W	LYS14	NUP100	Two-hybrid	Ito T et al	11283351
YDR034C	YKR048C	LYS14	NAP1	Two-hybrid	Ito T et al	11283351
YDR034C	YLR063W	LYS14	YLR063W	Two-hybrid	Ito T et al	11283351
YDR034C	YLR098C	LYS14	CHA4	Two-hybrid	Ito T et al	11283351
YDR034C	YLR105C	LYS14	SEN2	Two-hybrid	Ito T et al	11283351
YDR034C	YLR191W	LYS14	PEX13	Two-hybrid	Ito T et al	11283351
YDR034C	YLR328W	LYS14	NMA1	Two-hybrid	Ito T et al	11283351
YDR034C	YML116W	LYS14	ATR1	Two-hybrid	Ito T et al	11283351
YDR034C	YMR064W	LYS14	AEP1	Two-hybrid	Ito T et al	11283351
YDR034C	YMR094W	LYS14	CTF13	Two-hybrid	Ito T et al	11283351
YDR034C	YMR187C	LYS14	YMR187C	Two-hybrid	Ito T et al	11283351
YDR034C	YOR009W	LYS14	TIR4	Two-hybrid	Ito T et al	11283351
YDR034C	YPL102C	LYS14	YPL102C	Two-hybrid	Ito T et al	11283351
YDR034C	YPL114W	LYS14	YPL114W	Two-hybrid	Ito T et al	11283351
YDR034C	YPL138C	LYS14	SPP1	Two-hybrid	Ito T et al	11283351
YDR034C	YPL178W	LYS14	CBC2	Two-hybrid	Ito T et al	11283351
YDR034C	YPR136C	LYS14	YPR136C	Two-hybrid	Ito T et al	11283351
YDR034C	YPR187W	LYS14	RPO26	Two-hybrid	Ito T et al	11283351
YDR042C	YLR413W	YDR042C	YLR413W	Two-hybrid	Ito T et al	11283351
YDR052C	YLR423C	DBF4	ATG17	Two-hybrid	Ito T et al	11283351
YDR052C	YOR178C	DBF4	GAC1	Two-hybrid	Ito T et al	11283351
YDR076W	YER095W	RAD55	RAD51	Two-hybrid	Ito T et al	11283351
YDR084C	YGL198W	TVP23	YIP4	Two-hybrid	Ito T et al	11283351
YGL198W	YDR084C	YIP4	TVP23	Two-hybrid	Ito T et al	11283351
YDR088C	YGR232W	SLU7	NAS6	Two-hybrid	Ito T et al	11283351
YDR091C	YGL185C	RLI1	YGL185C	Two-hybrid	Ito T et al	11283351
YDR091C	YLR192C	RLI1	HCR1	Two-hybrid	Ito T et al	11283351
YDR105C	YNL160W	TMS1	YGP1	Two-hybrid	Ito T et al	11283351
YDR107C	YDR072C	YDR107C	IPT1	Two-hybrid	Ito T et al	11283351
YDR110W	YLR095C	FOB1	IOC2	Two-hybrid	Ito T et al	11283351
YDR120C	YCL011C	TRM1	GBP2	Two-hybrid	Ito T et al	11283351
YDR120C	YEL017W	TRM1	GTT3	Two-hybrid	Ito T et al	11283351
YDR120C	YIR038C	TRM1	GTT1	Two-hybrid	Ito T et al	11283351
YDR120C	YLR035C	TRM1	MLH2	Two-hybrid	Ito T et al	11283351
YDR136C	YOL091W	VPS61	SPO21	Two-hybrid	Ito T et al	11283351
YDR142C	YGR239C	PEX7	PEX21	Two-hybrid	Ito T et al	11283351
YGR239C	YDR142C	PEX21	PEX7	Two-hybrid	Ito T et al	11283351
YDR142C	YHR160C	PEX7	PEX18	Two-hybrid	Ito T et al	11283351
YDR154C	YCR009C	YDR154C	RVS161	Two-hybrid	Ito T et al	11283351
YDR155C	YKR105C	CPR1	YKR105C	Two-hybrid	Ito T et al	11283351
YDR158W	YCR030C	HOM2	SYP1	Two-hybrid	Ito T et al	11283351
YDR172W	YOR297C	SUP35	TIM18	Two-hybrid	Ito T et al	11283351
YDR176W	YCL010C	NGG1	SGF29	Two-hybrid	Ito T et al	11283351
YDR176W	YCR041W	NGG1	YCR041W	Two-hybrid	Ito T et al	11283351
YDR176W	YDL239C	NGG1	ADY3	Two-hybrid	Ito T et al	11283351
YDR176W	YDR448W	NGG1	ADA2	Two-hybrid	Ito T et al	11283351
YDR176W	YIL144W	NGG1	TID3	Two-hybrid	Ito T et al	11283351
YDR176W	YJR080C	NGG1	FMP26	Two-hybrid	Ito T et al	11283351
YDR176W	YLR423C	NGG1	ATG17	Two-hybrid	Ito T et al	11283351
YDR189W	YMR316W	SLY1	DIA1	Two-hybrid	Ito T et al	11283351
YDR190C	YPL235W	RVB1	RVB2	Two-hybrid	Ito T et al	11283351
YDR192C	YOR134W	NUP42	BAG7	Two-hybrid	Ito T et al	11283351
YDR205W	YNR039C	MSC2	ZRG17	Two-hybrid	Ito T et al	11283351
YDR226W	YOR176W	ADK1	HEM15	Two-hybrid	Ito T et al	11283351
YDR228C	YOR250C	PCF11	CLP1	Two-hybrid	Ito T et al	11283351
YDR229W	YGL066W	IVY1	SGF73	Two-hybrid	Ito T et al	11283351
YDR229W	YJL016W	IVY1	YJL017W	Two-hybrid	Ito T et al	11283351
YDR249C	YBR034C	YDR249C	HMT1	Two-hybrid	Ito T et al	11283351
YDR251W	YPL057C	PAM1	SUR1	Two-hybrid	Ito T et al	11283351
YDR252W	YGR134W	BTT1	CAF130	Two-hybrid	Ito T et al	11283351
YDR256C	YGL153W	CTA1	PEX14	Two-hybrid	Ito T et al	11283351
YDR256C	YMR314W	CTA1	PRE5	Two-hybrid	Ito T et al	11283351
YDR259C	YER032W	YAP6	FIR1	Two-hybrid	Ito T et al	11283351
YDR259C	YKR048C	YAP6	NAP1	Two-hybrid	Ito T et al	11283351
YDR259C	YLR423C	YAP6	ATG17	Two-hybrid	Ito T et al	11283351
YLR423C	YDR259C	ATG17	YAP6	Two-hybrid	Ito T et al	11283351
YDR261W-A	YDR261W-A	YDR261W-A	YDR261W-A	Two-hybrid	Ito T et al	11283351
YDR261W-A	YDR261W-B	YDR261W-A	YDR261W-B	Two-hybrid	Ito T et al	11283351
YDR261W-B	YDR261W-A	YDR261W-B	YDR261W-A	Two-hybrid	Ito T et al	11283351
YDR262W	YDR454C	YDR262W	GUK1	Two-hybrid	Ito T et al	11283351
YDR263C	YOR214C	DIN7	YOR214C	Two-hybrid	Ito T et al	11283351
YDR268W	YOR308C	MSW1	SNU66	Two-hybrid	Ito T et al	11283351
YDR271C	YDR509W	YDR271C	YDR509W	Two-hybrid	Ito T et al	11283351
YDR271C	YOR128C	YDR271C	ADE2	Two-hybrid	Ito T et al	11283351
YDR271C	YOR244W	YDR271C	ESA1	Two-hybrid	Ito T et al	11283351
YDR275W	YDR363W	BSC2	ESC2	Two-hybrid	Ito T et al	11283351
YDR279W	YFL029C	RNH202	CAK1	Two-hybrid	Ito T et al	11283351
YDR279W	YIL131C	RNH202	FKH1	Two-hybrid	Ito T et al	11283351
YDR300C	YDR172W	PRO1	SUP35	Two-hybrid	Ito T et al	11283351
YDR304C	YDL100C	CPR5	ARR4	Two-hybrid	Ito T et al	11283351
YDR307W	YMR153W	YDR307W	NUP53	Two-hybrid	Ito T et al	11283351
YDR309C	YDR116C	GIC2	MRPL1	Two-hybrid	Ito T et al	11283351
YDR311W	YAL043C	TFB1	PTA1	Two-hybrid	Ito T et al	11283351
YDR311W	YBR286W	TFB1	APE3	Two-hybrid	Ito T et al	11283351
YDR311W	YBR302C	TFB1	COS2	Two-hybrid	Ito T et al	11283351
YDR311W	YDR259C	TFB1	YAP6	Two-hybrid	Ito T et al	11283351
YDR311W	YER086W	TFB1	ILV1	Two-hybrid	Ito T et al	11283351
YDR311W	YGL198W	TFB1	YIP4	Two-hybrid	Ito T et al	11283351
YDR311W	YGR033C	TFB1	FMP17	Two-hybrid	Ito T et al	11283351
YDR311W	YGR120C	TFB1	COG2	Two-hybrid	Ito T et al	11283351
YDR311W	YHR113W	TFB1	YHR113W	Two-hybrid	Ito T et al	11283351
YDR311W	YIL071C	TFB1	PCI8	Two-hybrid	Ito T et al	11283351
YDR311W	YIL144W	TFB1	TID3	Two-hybrid	Ito T et al	11283351
YDR311W	YKL103C	TFB1	LAP4	Two-hybrid	Ito T et al	11283351
YDR311W	YKL104C	TFB1	GFA1	Two-hybrid	Ito T et al	11283351
YDR311W	YKR050W	TFB1	TRK2	Two-hybrid	Ito T et al	11283351
YDR311W	YLR288C	TFB1	MEC3	Two-hybrid	Ito T et al	11283351
YDR311W	YLR423C	TFB1	ATG17	Two-hybrid	Ito T et al	11283351
YDR311W	YMR294W	TFB1	JNM1	Two-hybrid	Ito T et al	11283351
YDR311W	YOL082W	TFB1	ATG19	Two-hybrid	Ito T et al	11283351
YDR311W	YOR089C	TFB1	VPS21	Two-hybrid	Ito T et al	11283351
YDR311W	YOR197W	TFB1	MCA1	Two-hybrid	Ito T et al	11283351
YDR311W	YPL024W	TFB1	NCE4	Two-hybrid	Ito T et al	11283351
YDR311W	YPL170W	TFB1	DAP1	Two-hybrid	Ito T et al	11283351
YDR311W	YPR183W	TFB1	DPM1	Two-hybrid	Ito T et al	11283351
YDR318W	YDL026W	MCM21	YDL026W	Two-hybrid	Ito T et al	11283351
YDR318W	YDL041W	MCM21	YDL041W	Two-hybrid	Ito T et al	11283351
YDR318W	YDL046W	MCM21	NPC2	Two-hybrid	Ito T et al	11283351
YDR318W	YDL050C	MCM21	YDL050C	Two-hybrid	Ito T et al	11283351
YDR318W	YDL053C	MCM21	PBP4	Two-hybrid	Ito T et al	11283351
YDR318W	YDL061C	MCM21	RPS29B	Two-hybrid	Ito T et al	11283351
YDR318W	YDL067C	MCM21	COX9	Two-hybrid	Ito T et al	11283351
YDR318W	YDL096C	MCM21	YDL096C	Two-hybrid	Ito T et al	11283351
YDR318W	YDL098C	MCM21	SNU23	Two-hybrid	Ito T et al	11283351
YDR318W	YDL110C	MCM21	YDL110C	Two-hybrid	Ito T et al	11283351
YDR318W	YDL118W	MCM21	YDL118W	Two-hybrid	Ito T et al	11283351
YDR318W	YDL162C	MCM21	YDL162C	Two-hybrid	Ito T et al	11283351
YDR318W	YDL181W	MCM21	INH1	Two-hybrid	Ito T et al	11283351
YDR318W	YDR455C	MCM21	YDR455C	Two-hybrid	Ito T et al	11283351
YDR318W	YDR478W	MCM21	SNM1	Two-hybrid	Ito T et al	11283351
YDR318W	YDR542W	MCM21	YDR542W	Two-hybrid	Ito T et al	11283351
YDR318W	YEL068C	MCM21	YEL068C	Two-hybrid	Ito T et al	11283351
YDR318W	YER029C	MCM21	SMB1	Two-hybrid	Ito T et al	11283351
YDR318W	YER035W	MCM21	EDC2	Two-hybrid	Ito T et al	11283351
YDR318W	YER084W	MCM21	YER084W	Two-hybrid	Ito T et al	11283351
YDR318W	YFL015C	MCM21	YFL015C	Two-hybrid	Ito T et al	11283351
YDR318W	YFR054C	MCM21	YFR054C	Two-hybrid	Ito T et al	11283351
YDR318W	YGL239C	MCM21	YGL239C	Two-hybrid	Ito T et al	11283351
YDR318W	YGR018C	MCM21	YGR018C	Two-hybrid	Ito T et al	11283351
YDR318W	YGR036C	MCM21	CAX4	Two-hybrid	Ito T et al	11283351
YDR318W	YGR146C	MCM21	YGR146C	Two-hybrid	Ito T et al	11283351
YDR318W	YHL042W	MCM21	YHL042W	Two-hybrid	Ito T et al	11283351
YDR318W	YHR142W	MCM21	CHS7	Two-hybrid	Ito T et al	11283351
YDR318W	YHR152W	MCM21	SPO12	Two-hybrid	Ito T et al	11283351
YDR318W	YHR189W	MCM21	PTH1	Two-hybrid	Ito T et al	11283351
YDR318W	YIL141W	MCM21	YIL141W	Two-hybrid	Ito T et al	11283351
YDR318W	YLL033W	MCM21	GON2	Two-hybrid	Ito T et al	11283351
YDR318W	YLL037W	MCM21	YLL037W	Two-hybrid	Ito T et al	11283351
YDR321W	YDR321W	ASP1	ASP1	Two-hybrid	Ito T et al	11283351
YDR321W	YGL095C	ASP1	VPS45	Two-hybrid	Ito T et al	11283351
YDR323C	YKR014C	PEP7	YPT52	Two-hybrid	Ito T et al	11283351
YDR328C	YNL311C	SKP1	YNL311C	Two-hybrid	Ito T et al	11283351
YDR328C	YOR057W	SKP1	SGT1	Two-hybrid	Ito T et al	11283351
YDR329C	YDL065C	PEX3	PEX19	Two-hybrid	Ito T et al	11283351
YDR329C	YLR002C	PEX3	NOC3	Two-hybrid	Ito T et al	11283351
YDR332W	YMR074C	YDR332W	YMR074C	Two-hybrid	Ito T et al	11283351
YDR335W	YKL068W	MSN5	NUP100	Two-hybrid	Ito T et al	11283351
YDR346C	YLR077W	SVF1	FMP25	Two-hybrid	Ito T et al	11283351
YDR348C	YDL114W	YDR348C	YDL114W	Two-hybrid	Ito T et al	11283351
YDR349C	YLR099C	YPS7	ICT1	Two-hybrid	Ito T et al	11283351
YDR349C	YOR007C	YPS7	SGT2	Two-hybrid	Ito T et al	11283351
YDR350C	YNL126W	TCM10	SPC98	Two-hybrid	Ito T et al	11283351
YDR351W	YJR005W	SBE2	APL1	Two-hybrid	Ito T et al	11283351
YDR357C	YGL079W	YDR357C	YGL079W	Two-hybrid	Ito T et al	11283351
YDR357C	YLR423C	YDR357C	ATG17	Two-hybrid	Ito T et al	11283351
YDR365C	YMR296C	ESF1	LCB1	Two-hybrid	Ito T et al	11283351
YDR370C	YFL049W	YDR370C	YFL049W	Two-hybrid	Ito T et al	11283351
YDR371W	YIR038C	CTS2	GTT1	Two-hybrid	Ito T et al	11283351
YDR372C	YJL053W	VPS74	PEP8	Two-hybrid	Ito T et al	11283351
YDR372C	YLR352W	VPS74	YLR352W	Two-hybrid	Ito T et al	11283351
YDR373W	YOR136W	FRQ1	IDH2	Two-hybrid	Ito T et al	11283351
YDR380W	YDR038C	ARO10	ENA5	Two-hybrid	Ito T et al	11283351
YDR380W	YOR382W	ARO10	FIT2	Two-hybrid	Ito T et al	11283351
YDR385W	YFR051C	EFT2	RET2	Two-hybrid	Ito T et al	11283351
YDR386W	YPL108W	MUS81	YPL108W	Two-hybrid	Ito T et al	11283351
YDR388W	YCR009C	RVS167	RVS161	Two-hybrid	Ito T et al	11283351
YDR394W	YGR232W	RPT3	NAS6	Two-hybrid	Ito T et al	11283351
YGR232W	YDR394W	NAS6	RPT3	Two-hybrid	Ito T et al	11283351
YDR398W	YBL092W	UTP5	RPL32	Two-hybrid	Ito T et al	11283351
YDR403W	YKR053C	DIT1	YSR3	Two-hybrid	Ito T et al	11283351
YDR415C	YDL100C	YDR415C	ARR4	Two-hybrid	Ito T et al	11283351
YDR415C	YJR089W	YDR415C	BIR1	Two-hybrid	Ito T et al	11283351
YDR425W	YGL161C	SNX41	YIP5	Two-hybrid	Ito T et al	11283351
YDR425W	YGL198W	SNX41	YIP4	Two-hybrid	Ito T et al	11283351
YDR425W	YGR172C	SNX41	YIP1	Two-hybrid	Ito T et al	11283351
YDR425W	YJL036W	SNX41	SNX4	Two-hybrid	Ito T et al	11283351
YDR425W	YJR110W	SNX41	YMR1	Two-hybrid	Ito T et al	11283351
YDR425W	YKR014C	SNX41	YPT52	Two-hybrid	Ito T et al	11283351
YDR427W	YNR059W	RPN9	MNT4	Two-hybrid	Ito T et al	11283351
YDR429C	YPL105C	TIF35	YPL105C	Two-hybrid	Ito T et al	11283351
YPL105C	YDR429C	YPL105C	TIF35	Two-hybrid	Ito T et al	11283351
YDR431W	YDL100C	YDR431W	ARR4	Two-hybrid	Ito T et al	11283351
YDR433W	YNL116W	YDR433W	DMA2	Two-hybrid	Ito T et al	11283351
YDR439W	YCR086W	LRS4	CSM1	Two-hybrid	Ito T et al	11283351
YDR441C	YDR084C	APT2	TVP23	Two-hybrid	Ito T et al	11283351
YDR442W	YDR084C	YDR442W	TVP23	Two-hybrid	Ito T et al	11283351
YDR445C	YER071C	YDR445C	YER071C	Two-hybrid	Ito T et al	11283351
YDR465C	YBR217W	RMT2	ATG12	Two-hybrid	Ito T et al	11283351
YDR465C	YJR021C	RMT2	REC107	Two-hybrid	Ito T et al	11283351
YDR473C	YLR423C	PRP3	ATG17	Two-hybrid	Ito T et al	11283351
YDR473C	YPL031C	PRP3	PHO85	Two-hybrid	Ito T et al	11283351
YDR473C	YPR178W	PRP3	PRP4	Two-hybrid	Ito T et al	11283351
YPR178W	YDR473C	PRP4	PRP3	Two-hybrid	Ito T et al	11283351
YDR477W	YER027C	SNF1	GAL83	Two-hybrid	Ito T et al	11283351
YDR479C	YLR324W	PEX29	PEX30	Two-hybrid	Ito T et al	11283351
YLR324W	YDR479C	PEX30	PEX29	Two-hybrid	Ito T et al	11283351
YDR484W	YDR259C	VPS52	YAP6	Two-hybrid	Ito T et al	11283351
YDR484W	YGR245C	VPS52	SDA1	Two-hybrid	Ito T et al	11283351
YDR488C	YIL135C	PAC11	VHS2	Two-hybrid	Ito T et al	11283351
YDR488C	YPL174C	PAC11	NIP100	Two-hybrid	Ito T et al	11283351
YDR490C	YGR086C	PKH1	PIL1	Two-hybrid	Ito T et al	11283351
